,,,SOC,SEI,Power,T,,delta SEI
2021,26942,22872,70,1.11E-08,-1,23,,#VALUE!
2022,26942,22872,70,1.11E-08,-0.89474,23,,#VALUE!
2023,26942,22872,70,1.11E-08,-0.78947,23,,#VALUE!
2024,26942,22872,70,1.11E-08,-0.68421,23,,#VALUE!
2025,26942,22872,70,1.11E-08,-0.57895,23,,#VALUE!
2026,26942,22872,70,1.11E-08,-0.47368,23,,#VALUE!
2027,26942,22872,70,1.11E-08,-0.36842,23,,#VALUE!
2028,26942,22872,70,1.11E-08,-0.26316,23,1.1111E-08,1.0999999833E-11
2029,26942,22872,70,1.11E-08,-0.15789,23,,#VALUE!
2030,26942,22872,70,1.11E-08,-0.052632,23,,#VALUE!
2031,26942,22872,70,1.11E-08,0.052632,23,1.1111E-08,1.1004481015E-11
2032,26942,22872,70,1.11E-08,0.15789,23,,#VALUE!
2033,26942,22872,70,1.11E-08,0.26316,23,,#VALUE!
2034,26942,22872,70,1.11E-08,0.36842,23,,#VALUE!
2035,26942,22872,70,1.11E-08,0.47368,23,,#VALUE!
2036,26942,22872,70,1.11E-08,0.57895,23,,#VALUE!
2037,26942,22872,70,1.11E-08,0.68421,23,,#VALUE!
2038,26942,22872,70,1.11E-08,0.78947,23,,#VALUE!
2039,26942,22872,70,1.11E-08,0.89474,23,,#VALUE!
2040,26942,22872,70,1.11E-08,1,23,,#VALUE!
2041,26942,22872,70,1.22E-08,-1,23,1.2222E-08,2.2000000390E-11
2042,26942,22872,70,1.22E-08,-0.89474,23,,#VALUE!
2043,26942,22872,70,1.22E-08,-0.78947,23,1.2222E-08,2.2000000949E-11
2044,26942,22872,70,1.22E-08,-0.68421,23,,#VALUE!
2045,26942,22872,70,1.22E-08,-0.57895,23,,#VALUE!
2046,26942,22872,70,1.22E-08,-0.47368,23,,#VALUE!
2047,26942,22872,70,1.22E-08,-0.36842,23,1.2222E-08,2.2000001211E-11
2048,26942,22872,70,1.22E-08,-0.26316,23,,#VALUE!
2049,26942,22872,70,1.22E-08,-0.15789,23,,#VALUE!
2050,26942,22872,70,1.22E-08,-0.052632,23,,#VALUE!
2051,26942,22872,70,1.22E-08,0.052632,23,,#VALUE!
2052,26942,22872,70,1.22E-08,0.15789,23,,#VALUE!
2053,26942,22872,70,1.22E-08,0.26316,23,,#VALUE!
2054,26942,22872,70,1.22E-08,0.36842,23,,#VALUE!
2055,26942,22872,70,1.22E-08,0.47368,23,,#VALUE!
2056,26942,22872,70,1.22E-08,0.57895,23,,#VALUE!
2057,26942,22872,70,1.22E-08,0.68421,23,1.2222E-08,2.2005291625E-11
2058,26942,22872,70,1.22E-08,0.78947,23,,#VALUE!
2059,26942,22872,70,1.22E-08,0.89474,23,,#VALUE!
2060,26942,22872,70,1.22E-08,1,23,,#VALUE!
2061,26942,22872,70,1.33E-08,-1,23,,#VALUE!
2062,26942,22872,70,1.33E-08,-0.89474,23,,#VALUE!
2063,26942,22872,70,1.33E-08,-0.78947,23,,#VALUE!
2064,26942,22872,70,1.33E-08,-0.68421,23,,#VALUE!
2065,26942,22872,70,1.33E-08,-0.57895,23,,#VALUE!
2066,26942,22872,70,1.33E-08,-0.47368,23,,#VALUE!
2067,26942,22872,70,1.33E-08,-0.36842,23,,#VALUE!
2068,26942,22872,70,1.33E-08,-0.26316,23,,#VALUE!
2069,26942,22872,70,1.33E-08,-0.15789,23,,#VALUE!
2070,26942,22872,70,1.33E-08,-0.052632,23,,#VALUE!
2071,26942,22872,70,1.33E-08,0.052632,23,,#VALUE!
2072,26942,22872,70,1.33E-08,0.15789,23,,#VALUE!
2073,26942,22872,70,1.33E-08,0.26316,23,1.3333E-08,3.3004722118E-11
2074,26942,22872,70,1.33E-08,0.36842,23,,#VALUE!
2075,26942,22872,70,1.33E-08,0.47368,23,,#VALUE!
2076,26942,22872,70,1.33E-08,0.57895,23,,#VALUE!
2077,26942,22872,70,1.33E-08,0.68421,23,,#VALUE!
2078,26942,22872,70,1.33E-08,0.78947,23,,#VALUE!
2079,26942,22872,70,1.33E-08,0.89474,23,,#VALUE!
2080,26942,22872,70,1.33E-08,1,23,,#VALUE!
2081,26942,22872,70,1.44E-08,-1,23,,#VALUE!
2082,26942,22872,70,1.44E-08,-0.89474,23,,#VALUE!
2083,26942,22872,70,1.44E-08,-0.78947,23,,#VALUE!
2084,26942,22872,70,1.44E-08,-0.68421,23,,#VALUE!
2085,26942,22872,70,1.44E-08,-0.57895,23,,#VALUE!
2086,26942,22872,70,1.44E-08,-0.47368,23,,#VALUE!
2087,26942,22872,70,1.44E-08,-0.36842,23,,#VALUE!
2088,26942,22872,70,1.44E-08,-0.26316,23,,#VALUE!
2089,26942,22872,70,1.44E-08,-0.15789,23,,#VALUE!
2090,26942,22872,70,1.44E-08,-0.052632,23,,#VALUE!
2091,26942,22872,70,1.44E-08,0.052632,23,,#VALUE!
2092,26942,22872,70,1.44E-08,0.15789,23,1.4444E-08,4.4004594673E-11
2093,26942,22872,70,1.44E-08,0.26316,23,,#VALUE!
2094,26942,22872,70,1.44E-08,0.36842,23,,#VALUE!
2095,26942,22872,70,1.44E-08,0.47368,23,,#VALUE!
2096,26942,22872,70,1.44E-08,0.57895,23,,#VALUE!
2097,26942,22872,70,1.44E-08,0.68421,23,,#VALUE!
2098,26942,22872,70,1.44E-08,0.78947,23,,#VALUE!
2099,26942,22872,70,1.44E-08,0.89474,23,1.4444E-08,4.4005541644E-11
2100,26942,22872,70,1.44E-08,1,23,1.4444E-08,4.4005696186E-11
2101,26942,22872,70,1.56E-08,-1,23,,#VALUE!
2102,26942,22872,70,1.56E-08,-0.89474,23,,#VALUE!
2103,26942,22872,70,1.56E-08,-0.78947,23,,#VALUE!
2104,26942,22872,70,1.56E-08,-0.68421,23,,#VALUE!
2105,26942,22872,70,1.56E-08,-0.57895,23,,#VALUE!
2106,26942,22872,70,1.56E-08,-0.47368,23,,#VALUE!
2107,26942,22872,70,1.56E-08,-0.36842,23,,#VALUE!
2108,26942,22872,70,1.56E-08,-0.26316,23,,#VALUE!
2109,26942,22872,70,1.56E-08,-0.15789,23,,#VALUE!
2110,26942,22872,70,1.56E-08,-0.052632,23,,#VALUE!
2111,26942,22872,70,1.56E-08,0.052632,23,,#VALUE!
2112,26942,22872,70,1.56E-08,0.15789,23,,#VALUE!
2113,26942,22872,70,1.56E-08,0.26316,23,,#VALUE!
2114,26942,22872,70,1.56E-08,0.36842,23,,#VALUE!
2115,26942,22872,70,1.56E-08,0.47368,23,,#VALUE!
2116,26942,22872,70,1.56E-08,0.57895,23,,#VALUE!
2117,26942,22872,70,1.56E-08,0.68421,23,,#VALUE!
2118,26942,22872,70,1.56E-08,0.78947,23,,#VALUE!
2119,26942,22872,70,1.56E-08,0.89474,23,1.5556E-08,-4.3994483245E-11
2120,26942,22872,70,1.56E-08,1,23,,#VALUE!
2121,26942,22872,70,1.67E-08,-1,23,,#VALUE!
2122,26942,22872,70,1.67E-08,-0.89474,23,,#VALUE!
2123,26942,22872,70,1.67E-08,-0.78947,23,,#VALUE!
2124,26942,22872,70,1.67E-08,-0.68421,23,,#VALUE!
2125,26942,22872,70,1.67E-08,-0.57895,23,,#VALUE!
2126,26942,22872,70,1.67E-08,-0.47368,23,,#VALUE!
2127,26942,22872,70,1.67E-08,-0.36842,23,,#VALUE!
2128,26942,22872,70,1.67E-08,-0.26316,23,,#VALUE!
2129,26942,22872,70,1.67E-08,-0.15789,23,,#VALUE!
2130,26942,22872,70,1.67E-08,-0.052632,23,,#VALUE!
2131,26942,22872,70,1.67E-08,0.052632,23,,#VALUE!
2132,26942,22872,70,1.67E-08,0.15789,23,,#VALUE!
2133,26942,22872,70,1.67E-08,0.26316,23,,#VALUE!
2134,26942,22872,70,1.67E-08,0.36842,23,,#VALUE!
2135,26942,22872,70,1.67E-08,0.47368,23,,#VALUE!
2136,26942,22872,70,1.67E-08,0.57895,23,,#VALUE!
2137,26942,22872,70,1.67E-08,0.68421,23,,#VALUE!
2138,26942,22872,70,1.67E-08,0.78947,23,,#VALUE!
2139,26942,22872,70,1.67E-08,0.89474,23,,#VALUE!
2140,26942,22872,70,1.67E-08,1,23,1.6667E-08,-3.2994358461E-11
2141,26942,22872,70,1.78E-08,-1,23,,#VALUE!
2142,26942,22872,70,1.78E-08,-0.89474,23,,#VALUE!
2143,26942,22872,70,1.78E-08,-0.78947,23,,#VALUE!
2144,26942,22872,70,1.78E-08,-0.68421,23,,#VALUE!
2145,26942,22872,70,1.78E-08,-0.57895,23,,#VALUE!
2146,26942,22872,70,1.78E-08,-0.47368,23,,#VALUE!
2147,26942,22872,70,1.78E-08,-0.36842,23,,#VALUE!
2148,26942,22872,70,1.78E-08,-0.26316,23,1.7778E-08,-2.1999999845E-11
2149,26942,22872,70,1.78E-08,-0.15789,23,,#VALUE!
2150,26942,22872,70,1.78E-08,-0.052632,23,,#VALUE!
2151,26942,22872,70,1.78E-08,0.052632,23,,#VALUE!
2152,26942,22872,70,1.78E-08,0.15789,23,1.7778E-08,-2.1995414974E-11
2153,26942,22872,70,1.78E-08,0.26316,23,,#VALUE!
2154,26942,22872,70,1.78E-08,0.36842,23,,#VALUE!
2155,26942,22872,70,1.78E-08,0.47368,23,,#VALUE!
2156,26942,22872,70,1.78E-08,0.57895,23,,#VALUE!
2157,26942,22872,70,1.78E-08,0.68421,23,,#VALUE!
2158,26942,22872,70,1.78E-08,0.78947,23,,#VALUE!
2159,26942,22872,70,1.78E-08,0.89474,23,1.7778E-08,-2.1994527421E-11
2160,26942,22872,70,1.78E-08,1,23,,#VALUE!
2161,26942,22872,70,1.89E-08,-1,23,,#VALUE!
2162,26942,22872,70,1.89E-08,-0.89474,23,,#VALUE!
2163,26942,22872,70,1.89E-08,-0.78947,23,1.8889E-08,-1.1000000298E-11
2164,26942,22872,70,1.89E-08,-0.68421,23,,#VALUE!
2165,26942,22872,70,1.89E-08,-0.57895,23,,#VALUE!
2166,26942,22872,70,1.89E-08,-0.47368,23,,#VALUE!
2167,26942,22872,70,1.89E-08,-0.36842,23,,#VALUE!
2168,26942,22872,70,1.89E-08,-0.26316,23,,#VALUE!
2169,26942,22872,70,1.89E-08,-0.15789,23,,#VALUE!
2170,26942,22872,70,1.89E-08,-0.052632,23,,#VALUE!
2171,26942,22872,70,1.89E-08,0.052632,23,,#VALUE!
2172,26942,22872,70,1.89E-08,0.15789,23,,#VALUE!
2173,26942,22872,70,1.89E-08,0.26316,23,,#VALUE!
2174,26942,22872,70,1.89E-08,0.36842,23,,#VALUE!
2175,26942,22872,70,1.89E-08,0.47368,23,,#VALUE!
2176,26942,22872,70,1.89E-08,0.57895,23,,#VALUE!
2177,26942,22872,70,1.89E-08,0.68421,23,1.8889E-08,-1.0994814171E-11
2178,26942,22872,70,1.89E-08,0.78947,23,,#VALUE!
2179,26942,22872,70,1.89E-08,0.89474,23,,#VALUE!
2180,26942,22872,70,1.89E-08,1,23,,#VALUE!
2181,26942,22872,70,2.00E-08,-1,23,,#VALUE!
2182,26942,22872,70,2.00E-08,-0.89474,23,,#VALUE!
2183,26942,22872,70,2.00E-08,-0.78947,23,,#VALUE!
2184,26942,22872,70,2.00E-08,-0.68421,23,,#VALUE!
2185,26942,22872,70,2.00E-08,-0.57895,23,,#VALUE!
2186,26942,22872,70,2.00E-08,-0.47368,23,,#VALUE!
2187,26942,22872,70,2.00E-08,-0.36842,23,2E-08,4.9719841387E-19
2188,26942,22872,70,2.00E-08,-0.26316,23,,#VALUE!
2189,26942,22872,70,2.00E-08,-0.15789,23,,#VALUE!
2190,26942,22872,70,2.00E-08,-0.052632,23,,#VALUE!
2191,26942,22872,70,2.00E-08,0.052632,23,2E-08,4.4714007992E-15
2192,26942,22872,70,2.00E-08,0.15789,23,,#VALUE!
2193,26942,22872,70,2.00E-08,0.26316,23,,#VALUE!
2194,26942,22872,70,2.00E-08,0.36842,23,,#VALUE!
2195,26942,22872,70,2.00E-08,0.47368,23,,#VALUE!
2196,26942,22872,70,2.00E-08,0.57895,23,,#VALUE!
2197,26942,22872,70,2.00E-08,0.68421,23,2E-08,5.1727378988E-15
2198,26942,22872,70,2.00E-08,0.78947,23,,#VALUE!
2199,26942,22872,70,2.00E-08,0.89474,23,,#VALUE!
2200,26942,22872,70,2.00E-08,1,23,,#VALUE!
2201,27201,22615,69,1.00E-08,-1,23,,#VALUE!
2202,27201,22615,69,1.00E-08,-0.89474,23,,#VALUE!
2203,27201,22615,69,1.00E-08,-0.78947,23,,#VALUE!
2204,27201,22615,69,1.00E-08,-0.68421,23,,#VALUE!
2205,27201,22615,69,1.00E-08,-0.57895,23,,#VALUE!
2206,27201,22615,69,1.00E-08,-0.47368,23,,#VALUE!
2207,27201,22615,69,1.00E-08,-0.36842,23,,#VALUE!
2208,27201,22615,69,1.00E-08,-0.26316,23,1E-08,5.6629942788E-19
2209,27201,22615,69,1.00E-08,-0.15789,23,,#VALUE!
2210,27201,22615,69,1.00E-08,-0.052632,23,,#VALUE!
2211,27201,22615,69,1.00E-08,0.052632,23,,#VALUE!
2212,27201,22615,69,1.00E-08,0.15789,23,,#VALUE!
2213,27201,22615,69,1.00E-08,0.26316,23,,#VALUE!
2214,27201,22615,69,1.00E-08,0.36842,23,,#VALUE!
2215,27201,22615,69,1.00E-08,0.47368,23,,#VALUE!
2216,27201,22615,69,1.00E-08,0.57895,23,,#VALUE!
2217,27201,22615,69,1.00E-08,0.68421,23,,#VALUE!
2218,27201,22615,69,1.00E-08,0.78947,23,,#VALUE!
2219,27201,22615,69,1.00E-08,0.89474,23,,#VALUE!
2220,27201,22615,69,1.00E-08,1,23,,#VALUE!
2221,27201,22615,69,1.11E-08,-1,23,,#VALUE!
2222,27201,22615,69,1.11E-08,-0.89474,23,,#VALUE!
2223,27201,22615,69,1.11E-08,-0.78947,23,,#VALUE!
2224,27201,22615,69,1.11E-08,-0.68421,23,1.1111E-08,1.1000000162E-11
2225,27201,22615,69,1.11E-08,-0.57895,23,1.1111E-08,1.1000000697E-11
2226,27201,22615,69,1.11E-08,-0.47368,23,1.1111E-08,1.0999999351E-11
2227,27201,22615,69,1.11E-08,-0.36842,23,,#VALUE!
2228,27201,22615,69,1.11E-08,-0.26316,23,,#VALUE!
2229,27201,22615,69,1.11E-08,-0.15789,23,,#VALUE!
2230,27201,22615,69,1.11E-08,-0.052632,23,,#VALUE!
2231,27201,22615,69,1.11E-08,0.052632,23,,#VALUE!
2232,27201,22615,69,1.11E-08,0.15789,23,,#VALUE!
2233,27201,22615,69,1.11E-08,0.26316,23,,#VALUE!
2234,27201,22615,69,1.11E-08,0.36842,23,,#VALUE!
2235,27201,22615,69,1.11E-08,0.47368,23,,#VALUE!
2236,27201,22615,69,1.11E-08,0.57895,23,,#VALUE!
2237,27201,22615,69,1.11E-08,0.68421,23,,#VALUE!
2238,27201,22615,69,1.11E-08,0.78947,23,,#VALUE!
2239,27201,22615,69,1.11E-08,0.89474,23,,#VALUE!
2240,27201,22615,69,1.11E-08,1,23,,#VALUE!
2241,27201,22615,69,1.22E-08,-1,23,,#VALUE!
2242,27201,22615,69,1.22E-08,-0.89474,23,,#VALUE!
2243,27201,22615,69,1.22E-08,-0.78947,23,,#VALUE!
2244,27201,22615,69,1.22E-08,-0.68421,23,,#VALUE!
2245,27201,22615,69,1.22E-08,-0.57895,23,,#VALUE!
2246,27201,22615,69,1.22E-08,-0.47368,23,,#VALUE!
2247,27201,22615,69,1.22E-08,-0.36842,23,,#VALUE!
2248,27201,22615,69,1.22E-08,-0.26316,23,,#VALUE!
2249,27201,22615,69,1.22E-08,-0.15789,23,,#VALUE!
2250,27201,22615,69,1.22E-08,-0.052632,23,,#VALUE!
2251,27201,22615,69,1.22E-08,0.052632,23,,#VALUE!
2252,27201,22615,69,1.22E-08,0.15789,23,,#VALUE!
2253,27201,22615,69,1.22E-08,0.26316,23,,#VALUE!
2254,27201,22615,69,1.22E-08,0.36842,23,,#VALUE!
2255,27201,22615,69,1.22E-08,0.47368,23,,#VALUE!
2256,27201,22615,69,1.22E-08,0.57895,23,,#VALUE!
2257,27201,22615,69,1.22E-08,0.68421,23,,#VALUE!
2258,27201,22615,69,1.22E-08,0.78947,23,,#VALUE!
2259,27201,22615,69,1.22E-08,0.89474,23,,#VALUE!
2260,27201,22615,69,1.22E-08,1,23,,#VALUE!
2261,27201,22615,69,1.33E-08,-1,23,,#VALUE!
2262,27201,22615,69,1.33E-08,-0.89474,23,1.3333E-08,3.2999999832E-11
2263,27201,22615,69,1.33E-08,-0.78947,23,,#VALUE!
2264,27201,22615,69,1.33E-08,-0.68421,23,,#VALUE!
2265,27201,22615,69,1.33E-08,-0.57895,23,,#VALUE!
2266,27201,22615,69,1.33E-08,-0.47368,23,,#VALUE!
2267,27201,22615,69,1.33E-08,-0.36842,23,,#VALUE!
2268,27201,22615,69,1.33E-08,-0.26316,23,,#VALUE!
2269,27201,22615,69,1.33E-08,-0.15789,23,,#VALUE!
2270,27201,22615,69,1.33E-08,-0.052632,23,,#VALUE!
2271,27201,22615,69,1.33E-08,0.052632,23,,#VALUE!
2272,27201,22615,69,1.33E-08,0.15789,23,,#VALUE!
2273,27201,22615,69,1.33E-08,0.26316,23,,#VALUE!
2274,27201,22615,69,1.33E-08,0.36842,23,,#VALUE!
2275,27201,22615,69,1.33E-08,0.47368,23,,#VALUE!
2276,27201,22615,69,1.33E-08,0.57895,23,1.3333E-08,3.3005121939E-11
2277,27201,22615,69,1.33E-08,0.68421,23,,#VALUE!
2278,27201,22615,69,1.33E-08,0.78947,23,1.3333E-08,3.3005412380E-11
2279,27201,22615,69,1.33E-08,0.89474,23,,#VALUE!
2280,27201,22615,69,1.33E-08,1,23,,#VALUE!
2281,27201,22615,69,1.44E-08,-1,23,,#VALUE!
2282,27201,22615,69,1.44E-08,-0.89474,23,,#VALUE!
2283,27201,22615,69,1.44E-08,-0.78947,23,,#VALUE!
2284,27201,22615,69,1.44E-08,-0.68421,23,1.4444E-08,4.3999999961E-11
2285,27201,22615,69,1.44E-08,-0.57895,23,,#VALUE!
2286,27201,22615,69,1.44E-08,-0.47368,23,1.4444E-08,4.4000000171E-11
2287,27201,22615,69,1.44E-08,-0.36842,23,,#VALUE!
2288,27201,22615,69,1.44E-08,-0.26316,23,,#VALUE!
2289,27201,22615,69,1.44E-08,-0.15789,23,,#VALUE!
2290,27201,22615,69,1.44E-08,-0.052632,23,,#VALUE!
2291,27201,22615,69,1.44E-08,0.052632,23,,#VALUE!
2292,27201,22615,69,1.44E-08,0.15789,23,,#VALUE!
2293,27201,22615,69,1.44E-08,0.26316,23,,#VALUE!
2294,27201,22615,69,1.44E-08,0.36842,23,,#VALUE!
2295,27201,22615,69,1.44E-08,0.47368,23,,#VALUE!
2296,27201,22615,69,1.44E-08,0.57895,23,,#VALUE!
2297,27201,22615,69,1.44E-08,0.68421,23,1.4444E-08,4.4005244612E-11
2298,27201,22615,69,1.44E-08,0.78947,23,,#VALUE!
2299,27201,22615,69,1.44E-08,0.89474,23,,#VALUE!
2300,27201,22615,69,1.44E-08,1,23,,#VALUE!
2301,27201,22615,69,1.56E-08,-1,23,,#VALUE!
2302,27201,22615,69,1.56E-08,-0.89474,23,,#VALUE!
2303,27201,22615,69,1.56E-08,-0.78947,23,,#VALUE!
2304,27201,22615,69,1.56E-08,-0.68421,23,,#VALUE!
2305,27201,22615,69,1.56E-08,-0.57895,23,,#VALUE!
2306,27201,22615,69,1.56E-08,-0.47368,23,1.5556E-08,-4.4000000487E-11
2307,27201,22615,69,1.56E-08,-0.36842,23,,#VALUE!
2308,27201,22615,69,1.56E-08,-0.26316,23,,#VALUE!
2309,27201,22615,69,1.56E-08,-0.15789,23,,#VALUE!
2310,27201,22615,69,1.56E-08,-0.052632,23,,#VALUE!
2311,27201,22615,69,1.56E-08,0.052632,23,,#VALUE!
2312,27201,22615,69,1.56E-08,0.15789,23,,#VALUE!
2313,27201,22615,69,1.56E-08,0.26316,23,,#VALUE!
2314,27201,22615,69,1.56E-08,0.36842,23,,#VALUE!
2315,27201,22615,69,1.56E-08,0.47368,23,,#VALUE!
2316,27201,22615,69,1.56E-08,0.57895,23,,#VALUE!
2317,27201,22615,69,1.56E-08,0.68421,23,,#VALUE!
2318,27201,22615,69,1.56E-08,0.78947,23,,#VALUE!
2319,27201,22615,69,1.56E-08,0.89474,23,,#VALUE!
2320,27201,22615,69,1.56E-08,1,23,,#VALUE!
2321,27201,22615,69,1.67E-08,-1,23,,#VALUE!
2322,27201,22615,69,1.67E-08,-0.89474,23,,#VALUE!
2323,27201,22615,69,1.67E-08,-0.78947,23,,#VALUE!
2324,27201,22615,69,1.67E-08,-0.68421,23,,#VALUE!
2325,27201,22615,69,1.67E-08,-0.57895,23,,#VALUE!
2326,27201,22615,69,1.67E-08,-0.47368,23,,#VALUE!
2327,27201,22615,69,1.67E-08,-0.36842,23,1.6667E-08,-3.3000000468E-11
2328,27201,22615,69,1.67E-08,-0.26316,23,,#VALUE!
2329,27201,22615,69,1.67E-08,-0.15789,23,,#VALUE!
2330,27201,22615,69,1.67E-08,-0.052632,23,1.6667E-08,-3.3000000000E-11
2331,27201,22615,69,1.67E-08,0.052632,23,1.6667E-08,-3.2995525715E-11
2332,27201,22615,69,1.67E-08,0.15789,23,,#VALUE!
2333,27201,22615,69,1.67E-08,0.26316,23,,#VALUE!
2334,27201,22615,69,1.67E-08,0.36842,23,,#VALUE!
2335,27201,22615,69,1.67E-08,0.47368,23,,#VALUE!
2336,27201,22615,69,1.67E-08,0.57895,23,,#VALUE!
2337,27201,22615,69,1.67E-08,0.68421,23,,#VALUE!
2338,27201,22615,69,1.67E-08,0.78947,23,,#VALUE!
2339,27201,22615,69,1.67E-08,0.89474,23,,#VALUE!
2340,27201,22615,69,1.67E-08,1,23,1.6667E-08,-3.2994362348E-11
2341,27201,22615,69,1.78E-08,-1,23,,#VALUE!
2342,27201,22615,69,1.78E-08,-0.89474,23,,#VALUE!
2343,27201,22615,69,1.78E-08,-0.78947,23,,#VALUE!
2344,27201,22615,69,1.78E-08,-0.68421,23,,#VALUE!
2345,27201,22615,69,1.78E-08,-0.57895,23,,#VALUE!
2346,27201,22615,69,1.78E-08,-0.47368,23,,#VALUE!
2347,27201,22615,69,1.78E-08,-0.36842,23,,#VALUE!
2348,27201,22615,69,1.78E-08,-0.26316,23,1.7778E-08,-2.2000000040E-11
2349,27201,22615,69,1.78E-08,-0.15789,23,,#VALUE!
2350,27201,22615,69,1.78E-08,-0.052632,23,,#VALUE!
2351,27201,22615,69,1.78E-08,0.052632,23,,#VALUE!
2352,27201,22615,69,1.78E-08,0.15789,23,,#VALUE!
2353,27201,22615,69,1.78E-08,0.26316,23,,#VALUE!
2354,27201,22615,69,1.78E-08,0.36842,23,,#VALUE!
2355,27201,22615,69,1.78E-08,0.47368,23,,#VALUE!
2356,27201,22615,69,1.78E-08,0.57895,23,,#VALUE!
2357,27201,22615,69,1.78E-08,0.68421,23,1.7778E-08,-2.1994801331E-11
2358,27201,22615,69,1.78E-08,0.78947,23,,#VALUE!
2359,27201,22615,69,1.78E-08,0.89474,23,,#VALUE!
2360,27201,22615,69,1.78E-08,1,23,,#VALUE!
2361,27201,22615,69,1.89E-08,-1,23,,#VALUE!
2362,27201,22615,69,1.89E-08,-0.89474,23,,#VALUE!
2363,27201,22615,69,1.89E-08,-0.78947,23,,#VALUE!
2364,27201,22615,69,1.89E-08,-0.68421,23,,#VALUE!
2365,27201,22615,69,1.89E-08,-0.57895,23,,#VALUE!
2366,27201,22615,69,1.89E-08,-0.47368,23,,#VALUE!
2367,27201,22615,69,1.89E-08,-0.36842,23,,#VALUE!
2368,27201,22615,69,1.89E-08,-0.26316,23,,#VALUE!
2369,27201,22615,69,1.89E-08,-0.15789,23,,#VALUE!
2370,27201,22615,69,1.89E-08,-0.052632,23,1.8889E-08,-1.1000000072E-11
2371,27201,22615,69,1.89E-08,0.052632,23,,#VALUE!
2372,27201,22615,69,1.89E-08,0.15789,23,,#VALUE!
2373,27201,22615,69,1.89E-08,0.26316,23,,#VALUE!
2374,27201,22615,69,1.89E-08,0.36842,23,,#VALUE!
2375,27201,22615,69,1.89E-08,0.47368,23,1.8889E-08,-1.0995067197E-11
2376,27201,22615,69,1.89E-08,0.57895,23,,#VALUE!
2377,27201,22615,69,1.89E-08,0.68421,23,,#VALUE!
2378,27201,22615,69,1.89E-08,0.78947,23,,#VALUE!
2379,27201,22615,69,1.89E-08,0.89474,23,,#VALUE!
2380,27201,22615,69,1.89E-08,1,23,,#VALUE!
2381,27201,22615,69,2.00E-08,-1,23,,#VALUE!
2382,27201,22615,69,2.00E-08,-0.89474,23,,#VALUE!
2383,27201,22615,69,2.00E-08,-0.78947,23,2E-08,-2.9960150914E-19
2384,27201,22615,69,2.00E-08,-0.68421,23,,#VALUE!
2385,27201,22615,69,2.00E-08,-0.57895,23,,#VALUE!
2386,27201,22615,69,2.00E-08,-0.47368,23,,#VALUE!
2387,27201,22615,69,2.00E-08,-0.36842,23,,#VALUE!
2388,27201,22615,69,2.00E-08,-0.26316,23,,#VALUE!
2389,27201,22615,69,2.00E-08,-0.15789,23,2E-08,-4.0199985153E-19
2390,27201,22615,69,2.00E-08,-0.052632,23,,#VALUE!
2391,27201,22615,69,2.00E-08,0.052632,23,,#VALUE!
2392,27201,22615,69,2.00E-08,0.15789,23,,#VALUE!
2393,27201,22615,69,2.00E-08,0.26316,23,,#VALUE!
2394,27201,22615,69,2.00E-08,0.36842,23,,#VALUE!
2395,27201,22615,69,2.00E-08,0.47368,23,,#VALUE!
2396,27201,22615,69,2.00E-08,0.57895,23,,#VALUE!
2397,27201,22615,69,2.00E-08,0.68421,23,,#VALUE!
2398,27201,22615,69,2.00E-08,0.78947,23,,#VALUE!
2399,27201,22615,69,2.00E-08,0.89474,23,,#VALUE!
2400,27201,22615,69,2.00E-08,1,23,,#VALUE!
2401,27459,22359,68,1.00E-08,-1,23,,#VALUE!
2402,27459,22359,68,1.00E-08,-0.89474,23,,#VALUE!
2403,27459,22359,68,1.00E-08,-0.78947,23,,#VALUE!
2404,27459,22359,68,1.00E-08,-0.68421,23,,#VALUE!
2405,27459,22359,68,1.00E-08,-0.57895,23,,#VALUE!
2406,27459,22359,68,1.00E-08,-0.47368,23,,#VALUE!
2407,27459,22359,68,1.00E-08,-0.36842,23,,#VALUE!
2408,27459,22359,68,1.00E-08,-0.26316,23,,#VALUE!
2409,27459,22359,68,1.00E-08,-0.15789,23,,#VALUE!
2410,27459,22359,68,1.00E-08,-0.052632,23,,#VALUE!
2411,27459,22359,68,1.00E-08,0.052632,23,,#VALUE!
2412,27459,22359,68,1.00E-08,0.15789,23,,#VALUE!
2413,27459,22359,68,1.00E-08,0.26316,23,,#VALUE!
2414,27459,22359,68,1.00E-08,0.36842,23,,#VALUE!
2415,27459,22359,68,1.00E-08,0.47368,23,,#VALUE!
2416,27459,22359,68,1.00E-08,0.57895,23,,#VALUE!
2417,27459,22359,68,1.00E-08,0.68421,23,,#VALUE!
2418,27459,22359,68,1.00E-08,0.78947,23,,#VALUE!
2419,27459,22359,68,1.00E-08,0.89474,23,,#VALUE!
2420,27459,22359,68,1.00E-08,1,23,,#VALUE!
2421,27459,22359,68,1.11E-08,-1,23,,#VALUE!
2422,27459,22359,68,1.11E-08,-0.89474,23,,#VALUE!
2423,27459,22359,68,1.11E-08,-0.78947,23,,#VALUE!
2424,27459,22359,68,1.11E-08,-0.68421,23,,#VALUE!
2425,27459,22359,68,1.11E-08,-0.57895,23,,#VALUE!
2426,27459,22359,68,1.11E-08,-0.47368,23,,#VALUE!
2427,27459,22359,68,1.11E-08,-0.36842,23,1.1111E-08,1.1000000041E-11
2428,27459,22359,68,1.11E-08,-0.26316,23,,#VALUE!
