,,,SOC,SEI,Power,T,,delta SEI
6788,32889,16980,47,2.00E-08,-0.26316,23,,#VALUE!
6789,32889,16980,47,2.00E-08,-0.15789,23,,#VALUE!
6790,32889,16980,47,2.00E-08,-0.052632,23,,#VALUE!
6791,32889,16980,47,2.00E-08,0.052632,23,,#VALUE!
6792,32889,16980,47,2.00E-08,0.15789,23,,#VALUE!
6793,32889,16980,47,2.00E-08,0.26316,23,,#VALUE!
6794,32889,16980,47,2.00E-08,0.36842,23,,#VALUE!
6795,32889,16980,47,2.00E-08,0.47368,23,,#VALUE!
6796,32889,16980,47,2.00E-08,0.57895,23,,#VALUE!
6797,32889,16980,47,2.00E-08,0.68421,23,,#VALUE!
6798,32889,16980,47,2.00E-08,0.78947,23,,#VALUE!
6799,32889,16980,47,2.00E-08,0.89474,23,,#VALUE!
6800,32889,16980,47,2.00E-08,1,23,,#VALUE!
6801,33148,16725,46,1.00E-08,-1,23,,#VALUE!
6802,33148,16725,46,1.00E-08,-0.89474,23,,#VALUE!
6803,33148,16725,46,1.00E-08,-0.78947,23,,#VALUE!
6804,33148,16725,46,1.00E-08,-0.68421,23,,#VALUE!
6805,33148,16725,46,1.00E-08,-0.57895,23,,#VALUE!
6806,33148,16725,46,1.00E-08,-0.47368,23,,#VALUE!
6807,33148,16725,46,1.00E-08,-0.36842,23,,#VALUE!
6808,33148,16725,46,1.00E-08,-0.26316,23,,#VALUE!
6809,33148,16725,46,1.00E-08,-0.15789,23,,#VALUE!
6810,33148,16725,46,1.00E-08,-0.052632,23,,#VALUE!
6811,33148,16725,46,1.00E-08,0.052632,23,,#VALUE!
6812,33148,16725,46,1.00E-08,0.15789,23,,#VALUE!
6813,33148,16725,46,1.00E-08,0.26316,23,,#VALUE!
6814,33148,16725,46,1.00E-08,0.36842,23,,#VALUE!
6815,33148,16725,46,1.00E-08,0.47368,23,,#VALUE!
6816,33148,16725,46,1.00E-08,0.57895,23,,#VALUE!
6817,33148,16725,46,1.00E-08,0.68421,23,,#VALUE!
6818,33148,16725,46,1.00E-08,0.78947,23,,#VALUE!
6819,33148,16725,46,1.00E-08,0.89474,23,,#VALUE!
6820,33148,16725,46,1.00E-08,1,23,,#VALUE!
6821,33148,16725,46,1.11E-08,-1,23,,#VALUE!
6822,33148,16725,46,1.11E-08,-0.89474,23,,#VALUE!
6823,33148,16725,46,1.11E-08,-0.78947,23,,#VALUE!
6824,33148,16725,46,1.11E-08,-0.68421,23,,#VALUE!
6825,33148,16725,46,1.11E-08,-0.57895,23,,#VALUE!
6826,33148,16725,46,1.11E-08,-0.47368,23,,#VALUE!
6827,33148,16725,46,1.11E-08,-0.36842,23,,#VALUE!
6828,33148,16725,46,1.11E-08,-0.26316,23,,#VALUE!
6829,33148,16725,46,1.11E-08,-0.15789,23,,#VALUE!
6830,33148,16725,46,1.11E-08,-0.052632,23,,#VALUE!
6831,33148,16725,46,1.11E-08,0.052632,23,,#VALUE!
6832,33148,16725,46,1.11E-08,0.15789,23,,#VALUE!
6833,33148,16725,46,1.11E-08,0.26316,23,,#VALUE!
6834,33148,16725,46,1.11E-08,0.36842,23,,#VALUE!
6835,33148,16725,46,1.11E-08,0.47368,23,,#VALUE!
6836,33148,16725,46,1.11E-08,0.57895,23,,#VALUE!
6837,33148,16725,46,1.11E-08,0.68421,23,,#VALUE!
6838,33148,16725,46,1.11E-08,0.78947,23,,#VALUE!
6839,33148,16725,46,1.11E-08,0.89474,23,,#VALUE!
6840,33148,16725,46,1.11E-08,1,23,,#VALUE!
6841,33148,16725,46,1.22E-08,-1,23,,#VALUE!
6842,33148,16725,46,1.22E-08,-0.89474,23,,#VALUE!
6843,33148,16725,46,1.22E-08,-0.78947,23,,#VALUE!
6844,33148,16725,46,1.22E-08,-0.68421,23,,#VALUE!
6845,33148,16725,46,1.22E-08,-0.57895,23,,#VALUE!
6846,33148,16725,46,1.22E-08,-0.47368,23,,#VALUE!
6847,33148,16725,46,1.22E-08,-0.36842,23,,#VALUE!
6848,33148,16725,46,1.22E-08,-0.26316,23,,#VALUE!
6849,33148,16725,46,1.22E-08,-0.15789,23,,#VALUE!
6850,33148,16725,46,1.22E-08,-0.052632,23,,#VALUE!
6851,33148,16725,46,1.22E-08,0.052632,23,,#VALUE!
6852,33148,16725,46,1.22E-08,0.15789,23,,#VALUE!
6853,33148,16725,46,1.22E-08,0.26316,23,,#VALUE!
6854,33148,16725,46,1.22E-08,0.36842,23,,#VALUE!
6855,33148,16725,46,1.22E-08,0.47368,23,,#VALUE!
6856,33148,16725,46,1.22E-08,0.57895,23,,#VALUE!
6857,33148,16725,46,1.22E-08,0.68421,23,,#VALUE!
6858,33148,16725,46,1.22E-08,0.78947,23,,#VALUE!
6859,33148,16725,46,1.22E-08,0.89474,23,,#VALUE!
6860,33148,16725,46,1.22E-08,1,23,,#VALUE!
6861,33148,16725,46,1.33E-08,-1,23,,#VALUE!
6862,33148,16725,46,1.33E-08,-0.89474,23,,#VALUE!
6863,33148,16725,46,1.33E-08,-0.78947,23,,#VALUE!
6864,33148,16725,46,1.33E-08,-0.68421,23,,#VALUE!
6865,33148,16725,46,1.33E-08,-0.57895,23,,#VALUE!
6866,33148,16725,46,1.33E-08,-0.47368,23,,#VALUE!
6867,33148,16725,46,1.33E-08,-0.36842,23,,#VALUE!
6868,33148,16725,46,1.33E-08,-0.26316,23,,#VALUE!
6869,33148,16725,46,1.33E-08,-0.15789,23,,#VALUE!
6870,33148,16725,46,1.33E-08,-0.052632,23,,#VALUE!
6871,33148,16725,46,1.33E-08,0.052632,23,,#VALUE!
6872,33148,16725,46,1.33E-08,0.15789,23,,#VALUE!
6873,33148,16725,46,1.33E-08,0.26316,23,,#VALUE!
6874,33148,16725,46,1.33E-08,0.36842,23,,#VALUE!
6875,33148,16725,46,1.33E-08,0.47368,23,,#VALUE!
6876,33148,16725,46,1.33E-08,0.57895,23,,#VALUE!
6877,33148,16725,46,1.33E-08,0.68421,23,,#VALUE!
6878,33148,16725,46,1.33E-08,0.78947,23,,#VALUE!
6879,33148,16725,46,1.33E-08,0.89474,23,,#VALUE!
6880,33148,16725,46,1.33E-08,1,23,,#VALUE!
6881,33148,16725,46,1.44E-08,-1,23,,#VALUE!
6882,33148,16725,46,1.44E-08,-0.89474,23,,#VALUE!
6883,33148,16725,46,1.44E-08,-0.78947,23,,#VALUE!
6884,33148,16725,46,1.44E-08,-0.68421,23,,#VALUE!
6885,33148,16725,46,1.44E-08,-0.57895,23,,#VALUE!
6886,33148,16725,46,1.44E-08,-0.47368,23,,#VALUE!
6887,33148,16725,46,1.44E-08,-0.36842,23,,#VALUE!
6888,33148,16725,46,1.44E-08,-0.26316,23,,#VALUE!
6889,33148,16725,46,1.44E-08,-0.15789,23,,#VALUE!
6890,33148,16725,46,1.44E-08,-0.052632,23,,#VALUE!
6891,33148,16725,46,1.44E-08,0.052632,23,,#VALUE!
6892,33148,16725,46,1.44E-08,0.15789,23,,#VALUE!
6893,33148,16725,46,1.44E-08,0.26316,23,,#VALUE!
6894,33148,16725,46,1.44E-08,0.36842,23,,#VALUE!
6895,33148,16725,46,1.44E-08,0.47368,23,,#VALUE!
6896,33148,16725,46,1.44E-08,0.57895,23,,#VALUE!
6897,33148,16725,46,1.44E-08,0.68421,23,,#VALUE!
6898,33148,16725,46,1.44E-08,0.78947,23,,#VALUE!
6899,33148,16725,46,1.44E-08,0.89474,23,,#VALUE!
6900,33148,16725,46,1.44E-08,1,23,,#VALUE!
6901,33148,16725,46,1.56E-08,-1,23,,#VALUE!
6902,33148,16725,46,1.56E-08,-0.89474,23,,#VALUE!
6903,33148,16725,46,1.56E-08,-0.78947,23,,#VALUE!
6904,33148,16725,46,1.56E-08,-0.68421,23,,#VALUE!
6905,33148,16725,46,1.56E-08,-0.57895,23,,#VALUE!
6906,33148,16725,46,1.56E-08,-0.47368,23,,#VALUE!
6907,33148,16725,46,1.56E-08,-0.36842,23,,#VALUE!
6908,33148,16725,46,1.56E-08,-0.26316,23,,#VALUE!
6909,33148,16725,46,1.56E-08,-0.15789,23,,#VALUE!
6910,33148,16725,46,1.56E-08,-0.052632,23,,#VALUE!
6911,33148,16725,46,1.56E-08,0.052632,23,,#VALUE!
6912,33148,16725,46,1.56E-08,0.15789,23,,#VALUE!
6913,33148,16725,46,1.56E-08,0.26316,23,,#VALUE!
6914,33148,16725,46,1.56E-08,0.36842,23,,#VALUE!
6915,33148,16725,46,1.56E-08,0.47368,23,,#VALUE!
6916,33148,16725,46,1.56E-08,0.57895,23,,#VALUE!
6917,33148,16725,46,1.56E-08,0.68421,23,,#VALUE!
6918,33148,16725,46,1.56E-08,0.78947,23,,#VALUE!
6919,33148,16725,46,1.56E-08,0.89474,23,,#VALUE!
6920,33148,16725,46,1.56E-08,1,23,,#VALUE!
6921,33148,16725,46,1.67E-08,-1,23,,#VALUE!
6922,33148,16725,46,1.67E-08,-0.89474,23,,#VALUE!
6923,33148,16725,46,1.67E-08,-0.78947,23,,#VALUE!
6924,33148,16725,46,1.67E-08,-0.68421,23,,#VALUE!
6925,33148,16725,46,1.67E-08,-0.57895,23,,#VALUE!
6926,33148,16725,46,1.67E-08,-0.47368,23,,#VALUE!
6927,33148,16725,46,1.67E-08,-0.36842,23,,#VALUE!
6928,33148,16725,46,1.67E-08,-0.26316,23,,#VALUE!
6929,33148,16725,46,1.67E-08,-0.15789,23,,#VALUE!
6930,33148,16725,46,1.67E-08,-0.052632,23,,#VALUE!
6931,33148,16725,46,1.67E-08,0.052632,23,,#VALUE!
6932,33148,16725,46,1.67E-08,0.15789,23,,#VALUE!
6933,33148,16725,46,1.67E-08,0.26316,23,,#VALUE!
6934,33148,16725,46,1.67E-08,0.36842,23,,#VALUE!
6935,33148,16725,46,1.67E-08,0.47368,23,,#VALUE!
6936,33148,16725,46,1.67E-08,0.57895,23,,#VALUE!
6937,33148,16725,46,1.67E-08,0.68421,23,,#VALUE!
6938,33148,16725,46,1.67E-08,0.78947,23,,#VALUE!
6939,33148,16725,46,1.67E-08,0.89474,23,,#VALUE!
6940,33148,16725,46,1.67E-08,1,23,,#VALUE!
6941,33148,16725,46,1.78E-08,-1,23,,#VALUE!
6942,33148,16725,46,1.78E-08,-0.89474,23,,#VALUE!
6943,33148,16725,46,1.78E-08,-0.78947,23,,#VALUE!
6944,33148,16725,46,1.78E-08,-0.68421,23,,#VALUE!
6945,33148,16725,46,1.78E-08,-0.57895,23,,#VALUE!
6946,33148,16725,46,1.78E-08,-0.47368,23,,#VALUE!
6947,33148,16725,46,1.78E-08,-0.36842,23,,#VALUE!
6948,33148,16725,46,1.78E-08,-0.26316,23,,#VALUE!
6949,33148,16725,46,1.78E-08,-0.15789,23,,#VALUE!
6950,33148,16725,46,1.78E-08,-0.052632,23,,#VALUE!
6951,33148,16725,46,1.78E-08,0.052632,23,,#VALUE!
6952,33148,16725,46,1.78E-08,0.15789,23,,#VALUE!
6953,33148,16725,46,1.78E-08,0.26316,23,,#VALUE!
6954,33148,16725,46,1.78E-08,0.36842,23,,#VALUE!
6955,33148,16725,46,1.78E-08,0.47368,23,,#VALUE!
6956,33148,16725,46,1.78E-08,0.57895,23,,#VALUE!
6957,33148,16725,46,1.78E-08,0.68421,23,,#VALUE!
6958,33148,16725,46,1.78E-08,0.78947,23,,#VALUE!
6959,33148,16725,46,1.78E-08,0.89474,23,,#VALUE!
6960,33148,16725,46,1.78E-08,1,23,,#VALUE!
6961,33148,16725,46,1.89E-08,-1,23,,#VALUE!
6962,33148,16725,46,1.89E-08,-0.89474,23,,#VALUE!
6963,33148,16725,46,1.89E-08,-0.78947,23,,#VALUE!
6964,33148,16725,46,1.89E-08,-0.68421,23,,#VALUE!
6965,33148,16725,46,1.89E-08,-0.57895,23,,#VALUE!
6966,33148,16725,46,1.89E-08,-0.47368,23,,#VALUE!
6967,33148,16725,46,1.89E-08,-0.36842,23,,#VALUE!
6968,33148,16725,46,1.89E-08,-0.26316,23,,#VALUE!
6969,33148,16725,46,1.89E-08,-0.15789,23,,#VALUE!
6970,33148,16725,46,1.89E-08,-0.052632,23,,#VALUE!
6971,33148,16725,46,1.89E-08,0.052632,23,,#VALUE!
6972,33148,16725,46,1.89E-08,0.15789,23,,#VALUE!
6973,33148,16725,46,1.89E-08,0.26316,23,,#VALUE!
6974,33148,16725,46,1.89E-08,0.36842,23,,#VALUE!
6975,33148,16725,46,1.89E-08,0.47368,23,,#VALUE!
6976,33148,16725,46,1.89E-08,0.57895,23,,#VALUE!
6977,33148,16725,46,1.89E-08,0.68421,23,,#VALUE!
6978,33148,16725,46,1.89E-08,0.78947,23,,#VALUE!
6979,33148,16725,46,1.89E-08,0.89474,23,,#VALUE!
6980,33148,16725,46,1.89E-08,1,23,,#VALUE!
6981,33148,16725,46,2.00E-08,-1,23,,#VALUE!
6982,33148,16725,46,2.00E-08,-0.89474,23,,#VALUE!
6983,33148,16725,46,2.00E-08,-0.78947,23,,#VALUE!
6984,33148,16725,46,2.00E-08,-0.68421,23,,#VALUE!
6985,33148,16725,46,2.00E-08,-0.57895,23,,#VALUE!
6986,33148,16725,46,2.00E-08,-0.47368,23,,#VALUE!
6987,33148,16725,46,2.00E-08,-0.36842,23,,#VALUE!
6988,33148,16725,46,2.00E-08,-0.26316,23,,#VALUE!
6989,33148,16725,46,2.00E-08,-0.15789,23,,#VALUE!
6990,33148,16725,46,2.00E-08,-0.052632,23,,#VALUE!
6991,33148,16725,46,2.00E-08,0.052632,23,,#VALUE!
6992,33148,16725,46,2.00E-08,0.15789,23,,#VALUE!
6993,33148,16725,46,2.00E-08,0.26316,23,,#VALUE!
6994,33148,16725,46,2.00E-08,0.36842,23,,#VALUE!
6995,33148,16725,46,2.00E-08,0.47368,23,,#VALUE!
6996,33148,16725,46,2.00E-08,0.57895,23,,#VALUE!
6997,33148,16725,46,2.00E-08,0.68421,23,,#VALUE!
6998,33148,16725,46,2.00E-08,0.78947,23,,#VALUE!
6999,33148,16725,46,2.00E-08,0.89474,23,,#VALUE!
7000,33148,16725,46,2.00E-08,1,23,,#VALUE!
7001,33406,16471,45,1.00E-08,-1,23,,#VALUE!
7002,33406,16471,45,1.00E-08,-0.89474,23,,#VALUE!
7003,33406,16471,45,1.00E-08,-0.78947,23,,#VALUE!
7004,33406,16471,45,1.00E-08,-0.68421,23,,#VALUE!
7005,33406,16471,45,1.00E-08,-0.57895,23,,#VALUE!
7006,33406,16471,45,1.00E-08,-0.47368,23,,#VALUE!
7007,33406,16471,45,1.00E-08,-0.36842,23,,#VALUE!
7008,33406,16471,45,1.00E-08,-0.26316,23,,#VALUE!
7009,33406,16471,45,1.00E-08,-0.15789,23,,#VALUE!
7010,33406,16471,45,1.00E-08,-0.052632,23,,#VALUE!
7011,33406,16471,45,1.00E-08,0.052632,23,,#VALUE!
7012,33406,16471,45,1.00E-08,0.15789,23,,#VALUE!
7013,33406,16471,45,1.00E-08,0.26316,23,,#VALUE!
7014,33406,16471,45,1.00E-08,0.36842,23,,#VALUE!
7015,33406,16471,45,1.00E-08,0.47368,23,,#VALUE!
7016,33406,16471,45,1.00E-08,0.57895,23,,#VALUE!
7017,33406,16471,45,1.00E-08,0.68421,23,,#VALUE!
7018,33406,16471,45,1.00E-08,0.78947,23,,#VALUE!
7019,33406,16471,45,1.00E-08,0.89474,23,,#VALUE!
7020,33406,16471,45,1.00E-08,1,23,,#VALUE!
7021,33406,16471,45,1.11E-08,-1,23,,#VALUE!
7022,33406,16471,45,1.11E-08,-0.89474,23,,#VALUE!
7023,33406,16471,45,1.11E-08,-0.78947,23,,#VALUE!
7024,33406,16471,45,1.11E-08,-0.68421,23,,#VALUE!
7025,33406,16471,45,1.11E-08,-0.57895,23,,#VALUE!
7026,33406,16471,45,1.11E-08,-0.47368,23,,#VALUE!
7027,33406,16471,45,1.11E-08,-0.36842,23,,#VALUE!
7028,33406,16471,45,1.11E-08,-0.26316,23,,#VALUE!
7029,33406,16471,45,1.11E-08,-0.15789,23,,#VALUE!
7030,33406,16471,45,1.11E-08,-0.052632,23,,#VALUE!
7031,33406,16471,45,1.11E-08,0.052632,23,,#VALUE!
7032,33406,16471,45,1.11E-08,0.15789,23,,#VALUE!
7033,33406,16471,45,1.11E-08,0.26316,23,,#VALUE!
7034,33406,16471,45,1.11E-08,0.36842,23,,#VALUE!
7035,33406,16471,45,1.11E-08,0.47368,23,,#VALUE!
7036,33406,16471,45,1.11E-08,0.57895,23,,#VALUE!
7037,33406,16471,45,1.11E-08,0.68421,23,,#VALUE!
7038,33406,16471,45,1.11E-08,0.78947,23,,#VALUE!
7039,33406,16471,45,1.11E-08,0.89474,23,,#VALUE!
7040,33406,16471,45,1.11E-08,1,23,,#VALUE!
7041,33406,16471,45,1.22E-08,-1,23,,#VALUE!
7042,33406,16471,45,1.22E-08,-0.89474,23,,#VALUE!
7043,33406,16471,45,1.22E-08,-0.78947,23,,#VALUE!
7044,33406,16471,45,1.22E-08,-0.68421,23,,#VALUE!
7045,33406,16471,45,1.22E-08,-0.57895,23,,#VALUE!
7046,33406,16471,45,1.22E-08,-0.47368,23,,#VALUE!
7047,33406,16471,45,1.22E-08,-0.36842,23,,#VALUE!
7048,33406,16471,45,1.22E-08,-0.26316,23,,#VALUE!
7049,33406,16471,45,1.22E-08,-0.15789,23,,#VALUE!
7050,33406,16471,45,1.22E-08,-0.052632,23,,#VALUE!
7051,33406,16471,45,1.22E-08,0.052632,23,,#VALUE!
7052,33406,16471,45,1.22E-08,0.15789,23,,#VALUE!
7053,33406,16471,45,1.22E-08,0.26316,23,,#VALUE!
7054,33406,16471,45,1.22E-08,0.36842,23,,#VALUE!
7055,33406,16471,45,1.22E-08,0.47368,23,,#VALUE!
7056,33406,16471,45,1.22E-08,0.57895,23,,#VALUE!
7057,33406,16471,45,1.22E-08,0.68421,23,,#VALUE!
7058,33406,16471,45,1.22E-08,0.78947,23,,#VALUE!
7059,33406,16471,45,1.22E-08,0.89474,23,,#VALUE!
7060,33406,16471,45,1.22E-08,1,23,,#VALUE!
7061,33406,16471,45,1.33E-08,-1,23,,#VALUE!
7062,33406,16471,45,1.33E-08,-0.89474,23,,#VALUE!
7063,33406,16471,45,1.33E-08,-0.78947,23,,#VALUE!
7064,33406,16471,45,1.33E-08,-0.68421,23,,#VALUE!
7065,33406,16471,45,1.33E-08,-0.57895,23,,#VALUE!
7066,33406,16471,45,1.33E-08,-0.47368,23,,#VALUE!
7067,33406,16471,45,1.33E-08,-0.36842,23,,#VALUE!
7068,33406,16471,45,1.33E-08,-0.26316,23,,#VALUE!
7069,33406,16471,45,1.33E-08,-0.15789,23,,#VALUE!
7070,33406,16471,45,1.33E-08,-0.052632,23,,#VALUE!
7071,33406,16471,45,1.33E-08,0.052632,23,,#VALUE!
7072,33406,16471,45,1.33E-08,0.15789,23,,#VALUE!
7073,33406,16471,45,1.33E-08,0.26316,23,,#VALUE!
7074,33406,16471,45,1.33E-08,0.36842,23,,#VALUE!
7075,33406,16471,45,1.33E-08,0.47368,23,,#VALUE!
7076,33406,16471,45,1.33E-08,0.57895,23,,#VALUE!
7077,33406,16471,45,1.33E-08,0.68421,23,,#VALUE!
7078,33406,16471,45,1.33E-08,0.78947,23,,#VALUE!
7079,33406,16471,45,1.33E-08,0.89474,23,,#VALUE!
7080,33406,16471,45,1.33E-08,1,23,,#VALUE!
7081,33406,16471,45,1.44E-08,-1,23,,#VALUE!
7082,33406,16471,45,1.44E-08,-0.89474,23,,#VALUE!
7083,33406,16471,45,1.44E-08,-0.78947,23,,#VALUE!
7084,33406,16471,45,1.44E-08,-0.68421,23,,#VALUE!
7085,33406,16471,45,1.44E-08,-0.57895,23,,#VALUE!
7086,33406,16471,45,1.44E-08,-0.47368,23,,#VALUE!
7087,33406,16471,45,1.44E-08,-0.36842,23,,#VALUE!
7088,33406,16471,45,1.44E-08,-0.26316,23,,#VALUE!
7089,33406,16471,45,1.44E-08,-0.15789,23,,#VALUE!
7090,33406,16471,45,1.44E-08,-0.052632,23,,#VALUE!
7091,33406,16471,45,1.44E-08,0.052632,23,,#VALUE!
7092,33406,16471,45,1.44E-08,0.15789,23,,#VALUE!
7093,33406,16471,45,1.44E-08,0.26316,23,,#VALUE!
7094,33406,16471,45,1.44E-08,0.36842,23,,#VALUE!
7095,33406,16471,45,1.44E-08,0.47368,23,,#VALUE!
7096,33406,16471,45,1.44E-08,0.57895,23,,#VALUE!
7097,33406,16471,45,1.44E-08,0.68421,23,,#VALUE!
7098,33406,16471,45,1.44E-08,0.78947,23,,#VALUE!
7099,33406,16471,45,1.44E-08,0.89474,23,,#VALUE!
7100,33406,16471,45,1.44E-08,1,23,,#VALUE!
7101,33406,16471,45,1.56E-08,-1,23,,#VALUE!
7102,33406,16471,45,1.56E-08,-0.89474,23,,#VALUE!
7103,33406,16471,45,1.56E-08,-0.78947,23,,#VALUE!
7104,33406,16471,45,1.56E-08,-0.68421,23,,#VALUE!
7105,33406,16471,45,1.56E-08,-0.57895,23,,#VALUE!
7106,33406,16471,45,1.56E-08,-0.47368,23,,#VALUE!
7107,33406,16471,45,1.56E-08,-0.36842,23,,#VALUE!
7108,33406,16471,45,1.56E-08,-0.26316,23,,#VALUE!
7109,33406,16471,45,1.56E-08,-0.15789,23,,#VALUE!
7110,33406,16471,45,1.56E-08,-0.052632,23,,#VALUE!
7111,33406,16471,45,1.56E-08,0.052632,23,,#VALUE!
7112,33406,16471,45,1.56E-08,0.15789,23,,#VALUE!
7113,33406,16471,45,1.56E-08,0.26316,23,,#VALUE!
7114,33406,16471,45,1.56E-08,0.36842,23,,#VALUE!
7115,33406,16471,45,1.56E-08,0.47368,23,,#VALUE!
7116,33406,16471,45,1.56E-08,0.57895,23,,#VALUE!
7117,33406,16471,45,1.56E-08,0.68421,23,,#VALUE!
7118,33406,16471,45,1.56E-08,0.78947,23,,#VALUE!
7119,33406,16471,45,1.56E-08,0.89474,23,,#VALUE!
7120,33406,16471,45,1.56E-08,1,23,,#VALUE!
7121,33406,16471,45,1.67E-08,-1,23,,#VALUE!
7122,33406,16471,45,1.67E-08,-0.89474,23,,#VALUE!
7123,33406,16471,45,1.67E-08,-0.78947,23,,#VALUE!
7124,33406,16471,45,1.67E-08,-0.68421,23,,#VALUE!
7125,33406,16471,45,1.67E-08,-0.57895,23,,#VALUE!
7126,33406,16471,45,1.67E-08,-0.47368,23,,#VALUE!
7127,33406,16471,45,1.67E-08,-0.36842,23,,#VALUE!
7128,33406,16471,45,1.67E-08,-0.26316,23,,#VALUE!
7129,33406,16471,45,1.67E-08,-0.15789,23,,#VALUE!
7130,33406,16471,45,1.67E-08,-0.052632,23,,#VALUE!
7131,33406,16471,45,1.67E-08,0.052632,23,,#VALUE!
7132,33406,16471,45,1.67E-08,0.15789,23,,#VALUE!
7133,33406,16471,45,1.67E-08,0.26316,23,,#VALUE!
7134,33406,16471,45,1.67E-08,0.36842,23,,#VALUE!
7135,33406,16471,45,1.67E-08,0.47368,23,,#VALUE!
7136,33406,16471,45,1.67E-08,0.57895,23,,#VALUE!
7137,33406,16471,45,1.67E-08,0.68421,23,,#VALUE!
7138,33406,16471,45,1.67E-08,0.78947,23,,#VALUE!
7139,33406,16471,45,1.67E-08,0.89474,23,,#VALUE!
7140,33406,16471,45,1.67E-08,1,23,,#VALUE!
7141,33406,16471,45,1.78E-08,-1,23,,#VALUE!
7142,33406,16471,45,1.78E-08,-0.89474,23,,#VALUE!
7143,33406,16471,45,1.78E-08,-0.78947,23,,#VALUE!
7144,33406,16471,45,1.78E-08,-0.68421,23,,#VALUE!
7145,33406,16471,45,1.78E-08,-0.57895,23,,#VALUE!
7146,33406,16471,45,1.78E-08,-0.47368,23,,#VALUE!
7147,33406,16471,45,1.78E-08,-0.36842,23,,#VALUE!
7148,33406,16471,45,1.78E-08,-0.26316,23,,#VALUE!
7149,33406,16471,45,1.78E-08,-0.15789,23,,#VALUE!
7150,33406,16471,45,1.78E-08,-0.052632,23,,#VALUE!
7151,33406,16471,45,1.78E-08,0.052632,23,,#VALUE!
7152,33406,16471,45,1.78E-08,0.15789,23,,#VALUE!
7153,33406,16471,45,1.78E-08,0.26316,23,,#VALUE!
7154,33406,16471,45,1.78E-08,0.36842,23,,#VALUE!
7155,33406,16471,45,1.78E-08,0.47368,23,,#VALUE!
7156,33406,16471,45,1.78E-08,0.57895,23,,#VALUE!
7157,33406,16471,45,1.78E-08,0.68421,23,,#VALUE!
7158,33406,16471,45,1.78E-08,0.78947,23,,#VALUE!
7159,33406,16471,45,1.78E-08,0.89474,23,,#VALUE!
7160,33406,16471,45,1.78E-08,1,23,,#VALUE!
7161,33406,16471,45,1.89E-08,-1,23,,#VALUE!
7162,33406,16471,45,1.89E-08,-0.89474,23,,#VALUE!
7163,33406,16471,45,1.89E-08,-0.78947,23,,#VALUE!
7164,33406,16471,45,1.89E-08,-0.68421,23,,#VALUE!
7165,33406,16471,45,1.89E-08,-0.57895,23,,#VALUE!
7166,33406,16471,45,1.89E-08,-0.47368,23,,#VALUE!
7167,33406,16471,45,1.89E-08,-0.36842,23,,#VALUE!
7168,33406,16471,45,1.89E-08,-0.26316,23,,#VALUE!
7169,33406,16471,45,1.89E-08,-0.15789,23,,#VALUE!
7170,33406,16471,45,1.89E-08,-0.052632,23,,#VALUE!
7171,33406,16471,45,1.89E-08,0.052632,23,,#VALUE!
7172,33406,16471,45,1.89E-08,0.15789,23,,#VALUE!
7173,33406,16471,45,1.89E-08,0.26316,23,,#VALUE!
7174,33406,16471,45,1.89E-08,0.36842,23,,#VALUE!
7175,33406,16471,45,1.89E-08,0.47368,23,,#VALUE!
7176,33406,16471,45,1.89E-08,0.57895,23,,#VALUE!
7177,33406,16471,45,1.89E-08,0.68421,23,,#VALUE!
7178,33406,16471,45,1.89E-08,0.78947,23,,#VALUE!
7179,33406,16471,45,1.89E-08,0.89474,23,,#VALUE!
7180,33406,16471,45,1.89E-08,1,23,,#VALUE!
7181,33406,16471,45,2.00E-08,-1,23,,#VALUE!
7182,33406,16471,45,2.00E-08,-0.89474,23,,#VALUE!
7183,33406,16471,45,2.00E-08,-0.78947,23,,#VALUE!
7184,33406,16471,45,2.00E-08,-0.68421,23,,#VALUE!
7185,33406,16471,45,2.00E-08,-0.57895,23,,#VALUE!
7186,33406,16471,45,2.00E-08,-0.47368,23,,#VALUE!
7187,33406,16471,45,2.00E-08,-0.36842,23,,#VALUE!
7188,33406,16471,45,2.00E-08,-0.26316,23,,#VALUE!
7189,33406,16471,45,2.00E-08,-0.15789,23,,#VALUE!
7190,33406,16471,45,2.00E-08,-0.052632,23,,#VALUE!
7191,33406,16471,45,2.00E-08,0.052632,23,,#VALUE!
7192,33406,16471,45,2.00E-08,0.15789,23,,#VALUE!
7193,33406,16471,45,2.00E-08,0.26316,23,,#VALUE!
7194,33406,16471,45,2.00E-08,0.36842,23,,#VALUE!
7195,33406,16471,45,2.00E-08,0.47368,23,,#VALUE!
7196,33406,16471,45,2.00E-08,0.57895,23,,#VALUE!
7197,33406,16471,45,2.00E-08,0.68421,23,,#VALUE!
7198,33406,16471,45,2.00E-08,0.78947,23,,#VALUE!
7199,33406,16471,45,2.00E-08,0.89474,23,,#VALUE!
7200,33406,16471,45,2.00E-08,1,23,,#VALUE!
7201,33665,16216,44,1.00E-08,-1,23,,#VALUE!
7202,33665,16216,44,1.00E-08,-0.89474,23,,#VALUE!
7203,33665,16216,44,1.00E-08,-0.78947,23,,#VALUE!
7204,33665,16216,44,1.00E-08,-0.68421,23,,#VALUE!
7205,33665,16216,44,1.00E-08,-0.57895,23,,#VALUE!
7206,33665,16216,44,1.00E-08,-0.47368,23,,#VALUE!
7207,33665,16216,44,1.00E-08,-0.36842,23,,#VALUE!
